dataset,method,lr,epoch,forget_id,batch_size,N,ascent_epochs,relative_cost,retain_klom_95,retain_klom_99,retain_klom_mean,retain_klom_std,val_klom_95,val_klom_99,val_klom_mean,val_klom_std,forget_klom_95,forget_klom_99,forget_klom_mean,forget_klom_std,average_95
cifar10,ascent_forget,1e-05,1,6,64.0,100.0,,0.00034722222222222224,2.93229318554345,5.082778507529687,0.8387841924428492,0.9553708216735858,2.3236731168265528,5.454971651577515,0.7105895378893913,0.9347910932162707,9.765299870733532,9.96033965332062,6.826447459520663,2.676975449377586,5.007088724367844
cifar10,ascent_forget,1e-05,3,6,64.0,100.0,,0.0010416666666666667,8.361368073236529,9.416120069510866,2.3181046677201893,2.3436878032017003,7.451617870506705,9.17737037996688,1.7283120793402518,2.0772182429464885,9.681125977661168,9.913937724676272,7.898055677730454,2.80481745306407,8.4980373071348
cifar10,ascent_forget,1e-05,5,6,64.0,100.0,,0.001736111111111111,9.387926217144756,9.734002512828276,3.305072506819161,2.82960131794708,9.012645940538016,9.474814617355877,2.492127591607096,2.5415866964573115,9.679749136105775,9.862692275147253,7.805992884638381,2.9721540764859813,9.360107097929516
cifar10,ascent_forget,1e-05,7,6,64.0,100.0,,0.0024305555555555556,9.526760371609738,9.850109814385759,3.930580692471103,3.0953798571181306,9.31900465118176,9.572565860225247,3.0356040347691122,2.8070091039175233,9.698970156590212,9.873293013997746,7.677540833363201,3.090051733779831,9.51491172646057
cifar10,ascent_forget,1e-05,10,6,64.0,100.0,,0.003472222222222222,9.64080470415035,9.945357605874587,4.465579645591926,3.3005237213740934,9.448171317119636,9.653406272829207,3.542614371018473,3.034354778642266,9.725255436394274,9.86525066394377,7.511548467237989,3.2181783255642626,9.60474381922142
cifar10,scrub,0.0005,5,8,64.0,100.0,3.0,0.17347222222222222,0.87432698084535,1.2622559186438314,0.40662490272774865,0.244804739868279,0.7609671646375694,1.0472761621752553,0.37759418087156527,0.19698988929026062,9.695806241423226,9.906145099874612,5.605220285783131,3.548115955939488,3.7770334623020485
cifar10,scrub,0.0005,7,8,64.0,100.0,3.0,0.2427777777777778,0.879748174622,1.2747658785024587,0.4077942286618302,0.24767852627762046,0.758435064788681,1.0432838289289053,0.3770367566371399,0.19652546888110922,9.695806241423226,9.906145099874612,5.644641035386687,3.532784457406663,3.7779964936113024
cifar10,scrub,0.0005,10,8,64.0,100.0,3.0,0.34673611111111113,0.8851147635433545,1.2913126080958657,0.4092717645449003,0.25058687872130664,0.7509290360054125,1.0418486835023397,0.37655437628193067,0.19656257822114231,9.695806241423226,9.906145099874612,5.6701678831587525,3.5274226079576443,3.7772833469906644
cifar10,scrub,0.005,5,7,64.0,100.0,3.0,0.17359722222222224,1.288392390278855,2.2685017483639194,0.5081032133787883,0.4253546468434619,0.8108510672805155,1.1937025128656025,0.39059249235492227,0.22325396193589567,3.225044762657585,3.689381211917497,1.503149607342431,1.0490381944985536,1.7747627400723183
cifar10,scrub,0.005,7,7,64.0,100.0,3.0,0.2430277777777778,1.423992186813142,2.5250208621121826,0.5421083463563063,0.4775044640223608,0.8339401922234498,1.2156441765535586,0.3942196132868282,0.23200489319780399,3.94698485251942,4.324468627717321,1.6958870614019772,1.280180594228887,2.068305743852004
cifar10,scrub,0.005,10,7,64.0,100.0,3.0,0.3471736111111111,1.6508927035035679,2.9294348743022103,0.5960943365788349,0.5529812122830563,0.8708913712764441,1.295755958406733,0.40366638468694016,0.24527330248693446,4.067108883062512,4.39019126817233,1.6910499257523437,1.3133198353334483,2.1962976526141746
cifar10,do_nothing,,1,5,,,,0.0,0.6497765974435024,0.914399832084204,0.3233885492409362,0.18236088855158886,0.6912828563628111,0.9768156638951883,0.349932752750768,0.2287791602068526,9.946450204759694,10.068637844908938,8.679142684877625,2.1813545694684464,3.7625032195220025
cifar10,scrub,0.001,5,1,64.0,100.0,3.0,0.17359722222222224,1.1367621738979723,1.856663199620267,0.47603108977768716,0.35631874541013636,0.8140548896261637,1.1337496849921174,0.3918702522150078,0.2179029726224155,9.201541805449915,9.47432073813864,4.4728814282724,3.717464036441335,3.7174529563246836
cifar10,scrub,0.001,7,1,64.0,100.0,3.0,0.2430277777777778,1.1518408684248505,1.8920734664777137,0.48008743682485444,0.36496017080429655,0.8053627346207541,1.1114145243841662,0.3903142139289987,0.21615078874052285,9.202042496441994,9.475149154143717,4.474455864603972,3.7114545486349804,3.7197486998291995
cifar10,scrub,0.001,10,1,64.0,100.0,3.0,0.3471736111111111,1.1846917318615942,1.9985256202523134,0.4869062706341219,0.3787004861715259,0.8061486920340647,1.1260143542877192,0.3898182210346348,0.21658322952755155,9.20426938386405,9.475594531628127,4.484517868586242,3.713964160994386,3.731703269253236
cifar10,scrubnew,0.001,5,7,64.0,100.0,3.0,0.17359722222222224,1.1271484125161209,1.7732822030110649,0.4744761738613609,0.345194657749551,0.8366395538423318,1.1686882229135576,0.40016810485500387,0.22534522674180293,9.75069436915657,9.777966170414269,7.279709661172221,2.858634902559513,3.9048274451716742
cifar10,scrubnew,0.001,7,7,64.0,100.0,3.0,0.2430277777777778,1.1271484125161209,1.7732822030110649,0.4744761738613609,0.345194657749551,0.8366395538423318,1.1686882229135576,0.40016810485500387,0.22534522674180293,9.75069436915657,9.777966170414269,7.279709661172221,2.858634902559513,3.9048274451716742
cifar10,scrubnew,0.001,10,7,64.0,100.0,3.0,0.3471736111111111,1.1271484125161209,1.7732822030110649,0.4744761738613609,0.345194657749551,0.8366395538423318,1.1686882229135576,0.40016810485500387,0.22534522674180293,9.75069436915657,9.777966170414269,7.279709661172221,2.858634902559513,3.9048274451716742
cifar10,scrubnew,5e-05,5,7,64.0,100.0,3.0,0.17359722222222224,1.1271484125161209,1.7732822030110649,0.4744761738613609,0.345194657749551,0.8366395538423318,1.1686882229135576,0.40016810485500387,0.22534522674180293,9.75069436915657,9.777966170414269,7.279709661172221,2.858634902559513,3.9048274451716742
cifar10,scrubnew,5e-05,7,7,64.0,100.0,3.0,0.2430277777777778,1.1271484125161209,1.7732822030110649,0.4744761738613609,0.345194657749551,0.8366395538423318,1.1686882229135576,0.40016810485500387,0.22534522674180293,9.75069436915657,9.777966170414269,7.279709661172221,2.858634902559513,3.9048274451716742
cifar10,scrubnew,5e-05,10,7,64.0,100.0,3.0,0.3471736111111111,1.1271484125161209,1.7732822030110649,0.4744761738613609,0.345194657749551,0.8366395538423318,1.1686882229135576,0.40016810485500387,0.22534522674180293,9.75069436915657,9.777966170414269,7.279709661172221,2.858634902559513,3.9048274451716742
cifar10,scrub,0.005,5,2,64.0,100.0,3.0,0.17347222222222222,0.9962562290008473,1.610448623608682,0.4354585178564465,0.30782411373819296,0.7407869550998438,1.0348056281487958,0.3701989833991114,0.1949889253324616,9.01593342066331,9.62887699075807,2.209634472782533,2.697100318717327,3.5843255349213337
cifar10,scrub,0.005,7,2,64.0,100.0,3.0,0.2427777777777778,1.0987702381602935,1.8496489991698024,0.4597353718249044,0.34880280072744735,0.746344577367271,1.0346758771410773,0.36991929618342767,0.19648305714296127,9.022901571369182,9.636853194741589,2.2399822820372184,2.7143233879080086,3.6226721289655823
cifar10,scrub,0.005,10,2,64.0,100.0,3.0,0.34673611111111113,1.2770098411647646,2.1914128388153844,0.5038846162900343,0.41638146249092595,0.7599827268045105,1.0566572679497834,0.37536010272427284,0.20330609835765454,9.118237389670734,9.645667332631703,2.2688089403773573,2.752726480142767,3.718409985880003
cifar10,ascent_forget,0.0001,1,9,64.0,100.0,,0.00034722222222222224,3.571951385960667,5.612764220202116,0.8770845201610357,1.120704506588538,2.985057044399393,5.44216376056745,0.7322054853074045,1.0075421481248865,9.502583241132399,9.735662082004772,5.414397751170087,2.7741081337757882,5.353197223830819
cifar10,ascent_forget,0.0001,3,9,64.0,100.0,,0.0010416666666666667,9.01028229101712,9.531140657083913,2.2653591210281783,2.6872036799706107,8.345135583982055,9.307067601851502,1.7116795190945435,2.4124276905255844,9.53347955361497,9.670333432260572,6.632651565973739,3.44102332023617,8.96296580953805
cifar10,ascent_forget,0.0001,5,9,64.0,100.0,,0.001736111111111111,9.495201111149402,9.784405966931166,2.997148684459842,3.139551625546159,9.269728509246587,9.523842234730825,2.2744138343527935,2.902254147591882,9.628356303177386,9.698620684107585,6.60173050771115,3.527860368595921,9.464428641191125
cifar10,ascent_forget,0.0001,7,9,64.0,100.0,,0.0024305555555555556,9.613007716349713,9.888931387084522,3.4041320516023386,3.33398912809176,9.41883500465647,9.596972921451297,2.6077080926536915,3.134753764888774,9.6811682966705,9.764298372167737,6.663990328404716,3.5468862274678394,9.571003672558895
cifar10,ascent_forget,0.0001,10,9,64.0,100.0,,0.003472222222222222,9.701334095551983,9.973174963992694,3.7314049023630167,3.468527665669795,9.508822661149505,9.669416073846268,2.887624094035048,3.289603305594455,9.753918211412321,9.818426164804027,6.776835395188276,3.5362642604533034,9.654691656037935
cifar10,scrub,0.001,5,2,64.0,100.0,3.0,0.17347222222222222,0.878219196433905,1.3059989961986702,0.4099698008998285,0.24925200723739438,0.7446157260505548,1.0104112113294752,0.3731297189772876,0.1924682337219646,9.068077349666455,9.624848025881807,2.422012979635934,2.8963532620713,3.5636374240503046
cifar10,scrub,0.001,7,2,64.0,100.0,3.0,0.2427777777777778,0.8882614724753469,1.335378031856391,0.41215722590741044,0.25496788788391916,0.74309028341299,1.0124040774715632,0.3727355136222744,0.19285297166317625,9.068088339119814,9.624848025881807,2.420990267344279,2.897453748637494,3.566480031669384
cifar10,scrub,0.001,10,2,64.0,100.0,3.0,0.34673611111111113,0.9072107066484784,1.3865922985906627,0.4164697652043025,0.26371751782305886,0.742349266448695,0.99851833625194,0.3718582602135506,0.19248824564664133,9.066090461858796,9.624880978588166,2.423071116866867,2.8991038630257187,3.571883478318656
cifar10,scrubnew,0.005,5,9,64.0,100.0,3.0,0.17291666666666666,0.950288049372765,1.453290923739289,0.4299496223902221,0.2801713839459165,0.8549349223775895,1.4262726673718573,0.4094382165913174,0.2700284708160539,9.547176272994196,9.810407102329805,3.4211831804127577,3.0814520929157934,3.784133081581517
cifar10,scrubnew,0.005,7,9,64.0,100.0,3.0,0.24166666666666667,0.950288049372765,1.453290923739289,0.4299496223902221,0.2801713839459165,0.8549349223775895,1.4262726673718573,0.4094382165913174,0.2700284708160539,9.547176272994196,9.810407102329805,3.4211831804127577,3.0814520929157934,3.784133081581517
cifar10,scrubnew,0.005,10,9,64.0,100.0,3.0,0.34479166666666666,0.950288049372765,1.453290923739289,0.4299496223902221,0.2801713839459165,0.8549349223775895,1.4262726673718573,0.4094382165913174,0.2700284708160539,9.547176272994196,9.810407102329805,3.4211831804127577,3.0814520929157934,3.784133081581517
cifar10,ascent_forget,1e-05,1,4,64.0,100.0,,6.944444444444445e-06,0.8735133197596737,1.2348469493742082,0.41555618143357154,0.23917115216214813,0.7553773278137925,1.0384109114413373,0.3806279225466208,0.19556288900851848,9.954957338908393,9.967826238365578,9.546715525078392,0.29900656140468795,3.86128266216062
cifar10,ascent_forget,1e-05,3,4,64.0,100.0,,2.0833333333333333e-05,2.519990385160501,3.853932069361661,0.9451819523633745,0.8028582948663495,1.620309861224226,2.396733399521747,0.6664618229565811,0.48779892682481146,9.910622033080923,9.924952894678809,9.31128992264727,0.4709022296810932,4.683640759821883
cifar10,ascent_forget,1e-05,5,4,64.0,100.0,,3.472222222222222e-05,4.5282905050238735,6.421119894052382,1.580934281750044,1.4426283665719373,3.0206485366652855,4.291771391444255,1.0739080580004963,0.9405857177402246,9.87141784054853,9.901408728810953,8.933362287191688,0.8170701437997395,5.806785627412563
cifar10,ascent_forget,1e-05,7,4,64.0,100.0,,4.861111111111111e-05,6.217134460922574,8.042793948799558,2.158350633994231,1.968411467119721,4.480558813627658,6.127350067889269,1.4954942339360948,1.4018270911523731,9.806261626135186,9.824189420983165,8.136717158497916,1.821362969220703,6.834651633561806
cifar10,ascent_forget,1e-05,10,4,64.0,100.0,,6.944444444444444e-05,7.851948361428718,9.186082262829522,2.8435180172346164,2.5206605518061016,6.236364721915228,7.959751165993497,2.0595384140082613,1.960776241403279,9.775897692439568,9.792519462683213,7.277318049334051,2.6071976060318875,7.95473692526117
cifar10,scrub,0.001,5,4,64.0,100.0,5.0,0.1736111111111111,1.0760357702842251,1.7023053602608837,0.4580972582216213,0.3280375282973779,0.7988507670833966,1.1140679460565062,0.388372193601622,0.21390520791082862,10.040965210727474,10.069598100751099,7.333763323873603,2.994103028136856,3.9719505826983657
cifar10,scrub,0.001,7,4,64.0,100.0,5.0,0.24304166666666666,1.0946827500412175,1.7682995146128406,0.46405747480417986,0.33792012832840884,0.80467424275428,1.1110525937190918,0.38919335650658443,0.21544758444544915,10.049776415364166,10.084176639331806,7.434329314356394,2.8725965628897434,3.9830444693865545
cifar10,scrub,0.001,10,4,64.0,100.0,5.0,0.3471875,1.1217876801848452,1.8439428323672633,0.4724206489059808,0.3509568086136286,0.7975288382386879,1.1374619449332253,0.3882003800191275,0.21491893213244936,10.049776415364166,10.084176639331806,7.447252368879002,2.881197840626099,3.9896976445959
cifar10,scrub,0.0005,5,4,64.0,100.0,3.0,0.17359722222222224,1.087696315550843,1.7031304962893519,0.4647116505601966,0.3305626799088501,0.8091464832764979,1.1517357933900685,0.3930326777424794,0.21555764759197826,10.056812467190378,10.09213851642853,9.622888375126122,0.32031294686727474,3.9845517553392398
cifar10,scrub,0.0005,7,4,64.0,100.0,3.0,0.2430277777777778,1.0922629280732759,1.7244852989763988,0.4662556740900611,0.3337556077504213,0.805294011388723,1.1552754895384456,0.39278309031236985,0.21493783655247795,10.056812467190378,10.09213851642853,9.621716844783851,0.3215870789755407,3.9847898022174593
cifar10,scrub,0.0005,10,4,64.0,100.0,3.0,0.3471736111111111,1.102141071747013,1.7620886451491096,0.4685488152571841,0.3384656699556567,0.801077318364205,1.142405514802885,0.3910454261474936,0.21295690453431926,10.056812467190378,10.09213851642853,9.620684318971751,0.3112868142398276,3.9866769524338657
cifar10,ascent_forget,5e-05,1,5,64.0,100.0,,6.944444444444444e-05,1.4880587096548605,2.166478746736608,0.6286852002191483,0.43935176703834294,1.106296314427242,1.547901896362046,0.5094221458392154,0.31925765422704355,9.859888533717852,9.958539817288939,8.439571080068017,2.4008028253994125,4.151414519266652
cifar10,ascent_forget,5e-05,3,5,64.0,100.0,,0.00020833333333333335,5.0990558528533345,6.900999902078897,1.8522361064747326,1.6027371751545265,3.531611398583703,4.905848589889374,1.274749479236712,1.0971277907530783,9.760246381230987,9.895884207627756,7.81104161110393,2.6769070078454353,6.130304544222675
cifar10,ascent_forget,5e-05,5,5,64.0,100.0,,0.00034722222222222224,7.541323561248446,8.993331610480933,2.8594195634633652,2.394241338412021,5.949927007079652,7.644863979701735,2.0654001026467097,1.8544277406370306,9.733474406751112,9.809121243347578,7.089084781655905,2.950039197991903,7.741574991693071
cifar10,ascent_forget,5e-05,7,5,64.0,100.0,,0.0004861111111111111,8.714422005680131,9.596461556994297,3.5185151964258607,2.8220087382485084,7.424898494781286,8.805648874960012,2.6448020983872027,2.3240830711395577,9.624682394345816,9.803330035412113,6.435844527278879,3.1062960231295538,8.588000964935745
cifar10,ascent_forget,5e-05,10,5,64.0,100.0,,0.0006944444444444445,9.395987651286587,9.806973568512667,4.074468427989916,3.1282007721878093,8.484254009249517,9.440562095399411,3.1685242664919437,2.695064098876717,9.574813069152043,9.789719357842785,5.586161768594114,3.2335566640249223,9.15168490989605
cifar10,scrub,0.005,5,3,64.0,100.0,3.0,0.17222222222222222,1.0328368538392003,1.660382750679493,0.4456954896664441,0.31734643009714325,0.7872490704617393,1.1479805399238274,0.38359949481734507,0.21605271832178288,9.509864265051396,9.75165623935948,3.7946834405838774,3.5766074650087853,3.776650063117445
cifar10,scrub,0.005,7,3,64.0,100.0,3.0,0.24027777777777778,1.1314799757829686,1.8836863731583648,0.470185092994528,0.35884267296889816,0.7886877832996537,1.1469565986237888,0.38683024671618843,0.21819894121573466,9.507100542800801,9.759235179868378,3.838173514854485,3.5817660594372116,3.809089433961141
cifar10,scrub,0.005,10,3,64.0,100.0,3.0,0.3423611111111111,1.3056333020899376,2.2338824348072617,0.5136360636003456,0.4247971527963624,0.8087250142609449,1.1956849501267828,0.39122737443753297,0.22806845683427762,9.508887509102857,9.754814427347648,3.904700289602795,3.5940553467342333,3.8744152751512466
cifar10,ascent_forget,0.01,1,1,64.0,100.0,,6.944444444444445e-06,0.7818272222456882,1.1160057423818448,0.3785672734710788,0.21294167815736015,0.7287595079512147,1.014729391953453,0.36940302617224713,0.18990553432866814,7.745280713278132,8.194290607313993,3.1387768065759154,2.931733248209204,3.0852891478250117
cifar10,ascent_forget,0.01,3,1,64.0,100.0,,2.0833333333333333e-05,1.9412490311250379,3.0469023219103186,0.716170345897989,0.6112823717664497,1.4480687691912502,2.243743697965688,0.5883614696075338,0.4414723271647747,6.277686546054198,8.057336536643833,2.2351371875664183,2.3310674772710684,3.2223347821234953
cifar10,ascent_forget,0.01,5,1,64.0,100.0,,3.472222222222222e-05,3.2681807870343023,5.10253450059346,1.084777185024599,1.055288860563555,2.460462851301115,3.8236231504595146,0.8508127385547696,0.7898271772534112,7.3156127439178835,9.703020102532149,2.57877137478055,2.754689827538511,4.348085460751101
cifar10,ascent_forget,0.01,7,1,64.0,100.0,,4.861111111111111e-05,4.680150851899854,6.896233184773435,1.482600090951147,1.4675247266399014,3.6694229038955783,5.380317783533735,1.154411334487192,1.1402122853363632,8.655351918411998,9.968117273068762,4.140816176506972,3.0185702047011365,5.6683085580691435
cifar10,ascent_forget,0.01,10,1,64.0,100.0,,6.944444444444444e-05,6.975306649242596,9.069781348035118,2.1348952412054953,2.1132146587318883,5.585686122093079,7.52857888397465,1.6489852210618767,1.7096709768079221,9.786361945913576,10.105680823072452,5.083272953877257,3.302469378583254,7.449118239083084
cifar10,scrub,0.0005,5,6,64.0,100.0,3.0,0.17291666666666666,0.9169348874872009,1.3636981317730934,0.42793717517687074,0.26932943941272847,0.8455340178011642,1.3913673611019912,0.4120377947953497,0.32246331124304095,9.825158919417925,9.9907543960023,4.637307647754007,3.7081301903028008,3.86254260823543
cifar10,scrub,0.0005,7,6,64.0,100.0,3.0,0.24166666666666667,0.9216127670638978,1.3833923027377237,0.4289220758577745,0.27154018738963603,0.8346768365862075,1.3714958646583604,0.41073989138598993,0.3213668916165277,9.8280887861094,9.988172902423075,4.633649628505866,3.7104271207121093,3.8614594632531687
cifar10,scrub,0.0005,10,6,64.0,100.0,3.0,0.34479166666666666,0.9321586975002399,1.3952618508767554,0.43084617600447883,0.2750779678128642,0.8369022290928423,1.339557691501057,0.40917225263263224,0.319308838548304,9.829539996736706,9.988172902423075,4.615082126740348,3.725424368855512,3.8662003077765963
cifar10,ascent_forget,0.01,1,7,64.0,100.0,,6.944444444444445e-06,2.507683492364243,4.332250302811766,0.6383277480129262,0.8306874686947027,1.8192078216007272,3.149754832902067,0.5442682355292628,0.5809421865742435,2.7370489920384258,2.998113629345624,1.1793844804969638,0.8888127079398738,2.3546467686677985
cifar10,ascent_forget,0.01,3,7,64.0,100.0,,2.0833333333333333e-05,9.47072858763396,9.880773234460541,1.7579547144319656,2.6852715619927587,8.708399476853911,9.50273226690995,1.5330913796861845,2.438414769591245,10.17071690238653,10.195836711733463,6.224375574324865,3.117756368402773,9.449948322291467
cifar10,ascent_forget,0.01,5,7,64.0,100.0,,3.472222222222222e-05,9.744797910746124,10.034830250615206,2.5341400905063414,3.172419249744942,9.508995919500817,9.70593854706838,2.2184021650631096,2.9936611946332734,10.316188604625506,10.318033962869956,8.591759090394321,2.143975287482636,9.856660811624149
cifar10,ascent_forget,0.01,7,7,64.0,100.0,,4.861111111111111e-05,9.812371961145631,10.085498214157242,2.9758617714822644,3.33367031458223,9.591834154489726,9.754594011731765,2.5845042372447447,3.180840765161541,10.338157305968247,10.373559643151882,7.902741165521578,2.44268916536512,9.914121140534535
cifar10,ascent_forget,0.01,10,7,64.0,100.0,,6.944444444444444e-05,9.867104509822001,10.132949638069277,3.291912904460665,3.4079252682125456,9.64868291425236,9.799448242717725,2.821107155381098,3.28810359621306,10.273310100861051,10.362711102746944,8.162395030488378,2.5829299601415747,9.929699174978472
cifar10,ascent_forget,0.01,1,3,64.0,100.0,,0.0006944444444444445,0.7735925649914941,1.072139502953815,0.3705908707812274,0.2083057300241008,0.7344360923373386,1.027624131143691,0.37190505914942357,0.19872419309950917,9.479126421163642,9.716610743983294,3.680116017223394,3.5362546885731123,3.662385026164158
cifar10,ascent_forget,0.01,3,3,64.0,100.0,,0.0020833333333333333,1.6603087282995357,2.7075446987866414,0.621760971973758,0.5220790621816068,1.1988672922386499,1.8142477556067231,0.5054776381330939,0.35316413837519506,9.485976182753829,9.745486685780152,3.6946363139749847,3.4714855096873163,4.115050734430672
cifar10,ascent_forget,0.01,5,3,64.0,100.0,,0.003472222222222222,2.639836438778082,4.291202999820526,0.8741721871410011,0.8557779085399663,1.875304859849372,2.9586788794573216,0.6710875487018723,0.5789270480892496,9.496195316883997,9.73168907485713,3.6400822991892716,3.3910241876359475,4.670445538503817
cifar10,ascent_forget,0.01,7,3,64.0,100.0,,0.004861111111111111,3.3927632185209498,5.2664786402190416,1.055557138978787,1.0878720695173019,2.556537138291444,3.956357693606261,0.8236377888333091,0.7986116923024242,9.489655245036774,9.710404397225005,3.5454628577839067,3.306532027803374,5.146318533949723
cifar10,ascent_forget,0.01,10,3,64.0,100.0,,0.006944444444444444,3.9817088973879438,5.896027676206158,1.2076953173269145,1.2809043869638208,3.2019450246426655,4.848423651828701,0.9632310614722285,1.011608703261741,9.42090932589593,9.705845826635707,3.2993473998786906,3.1598866047004455,5.534854415975514
cifar10,ascent_forget,0.001,1,5,64.0,100.0,,6.944444444444444e-05,1.653778378357157,2.47226622850769,0.680667791846879,0.49824682846328266,1.1826546106312874,1.6864578169912645,0.5382059862945735,0.34281603681541467,9.858853804806031,9.93931917275398,8.346115428694764,2.483414830923151,4.231762264598159
cifar10,ascent_forget,0.001,3,5,64.0,100.0,,0.00020833333333333335,5.684947360962136,7.537585445872805,2.0618856350909196,1.789413411749647,4.2088267491759,5.618059832408911,1.4617770878300311,1.2943381489101136,9.775001298359687,9.907241273872502,7.218084296162211,2.941904505391112,6.556258469499241
cifar10,ascent_forget,0.001,5,5,64.0,100.0,,0.00034722222222222224,8.143010198154156,9.438627741971347,3.1567934314328623,2.595219408633997,6.8036678967318345,8.29764770380765,2.371418850483095,2.1098901616167813,9.58351626741345,9.781020093210394,5.225526932381471,3.3133328616854407,8.176731454099814
cifar10,ascent_forget,0.001,7,5,64.0,100.0,,0.0004861111111111111,9.199573595610282,9.7836422850726,3.8419771009872403,3.001252500505956,8.215128233868851,9.236533852496688,3.0290739138937215,2.598907047155498,9.477741057747531,9.7344967401341,3.6561729904033853,3.1885020020830974,8.964147629075555
cifar10,ascent_forget,0.001,10,5,64.0,100.0,,0.0006944444444444445,9.64066677832702,9.960917332011546,4.371072644949774,3.2707016436038785,9.059330679719764,9.557723070605098,3.587495015536788,2.9505524201014066,8.313295467504659,9.630748642828356,2.753537958088023,2.7403636871076382,9.004430975183814
cifar10,scrub,5e-05,5,9,64.0,100.0,3.0,0.17291666666666666,0.9516573915238662,1.4614419008406754,0.4307273510908819,0.2810820182822669,0.861246074418126,1.4178035811906493,0.40938888247073374,0.2702361025502911,9.547056634994222,9.810407102329805,3.421533366584426,3.0822273317022106,3.786653366978738
cifar10,scrub,5e-05,7,9,64.0,100.0,3.0,0.24166666666666667,0.9520778311912633,1.4599677180892692,0.4307920035858667,0.2811410798220147,0.8580424942468001,1.415515673693725,0.4090206433325691,0.2698017272151014,9.547056634994222,9.810407102329805,3.423035065032189,3.0818518704637756,3.7857256534774284
cifar10,scrub,5e-05,10,9,64.0,100.0,3.0,0.34479166666666666,0.9535899194330747,1.4613656580974455,0.43105533054193246,0.2814855498014774,0.8518877644372079,1.4278442291730131,0.40957746269653755,0.2697609512981482,9.547056634994222,9.810407102329805,3.4208694236537385,3.0823690854210883,3.7841781062881683
cifar10,ascent_forget,0.0005,1,4,64.0,100.0,,6.944444444444445e-06,0.8878829290757332,1.2653576750734365,0.41976664765390104,0.2437595170434978,0.7654632212796832,1.0411076059692579,0.3834235005558822,0.19908875353288202,9.954564147019711,9.967175684513396,9.5391621096088,0.3082249303256316,3.8693034324583757
cifar10,ascent_forget,0.0005,3,4,64.0,100.0,,2.0833333333333333e-05,2.5915008673326114,3.9386845426943573,0.9683821293373605,0.8251589894625995,1.6911538942424276,2.447700746954328,0.6836185787561135,0.5036919312908855,9.91831829192748,9.923299982025311,8.636012527971092,1.1293799730313574,4.73365768450084
cifar10,ascent_forget,0.0005,5,4,64.0,100.0,,3.472222222222222e-05,4.632183993954898,6.523554593773058,1.6144051640395527,1.4722699347771915,3.1701845878704025,4.478075972994285,1.1104052376340243,0.9835079367195171,9.895218053947344,9.924814240022613,5.983435721319647,3.689549763996894,5.899195545257548
cifar10,ascent_forget,0.0005,7,4,64.0,100.0,,4.861111111111111e-05,6.288798911082851,8.145887265757823,2.1918417862026547,1.9966405929756657,4.656230387304656,6.23999960344481,1.551788841684885,1.4584432208665425,9.730114781755994,9.806501698691507,4.548383952388164,4.062905889965035,6.891714693381167
cifar10,ascent_forget,0.0005,10,4,64.0,100.0,,6.944444444444444e-05,7.890445883865096,9.286794975620273,2.846151181043442,2.5393679975320276,6.524614826311223,7.984105157657363,2.1276408244456166,2.021024532939023,9.40283362012159,9.628172417222613,3.2393415884317927,3.3140089388310425,7.939298110099304
cifar10,ascent_forget,0.05,1,9,64.0,100.0,,0.00034722222222222224,10.047145701674022,10.326534781165572,3.001244491805462,3.495039914003341,9.791367235061534,10.007254569177823,2.6875096887835106,3.3382833736452078,10.22429260912068,10.542473685339498,6.8170944912265545,3.8136695943802694,10.020935181952078
cifar10,ascent_forget,0.05,3,9,64.0,100.0,,0.0010416666666666667,10.294433711211603,10.528448817604017,5.176096628503955,3.7112531205134025,10.065051384249847,10.221400421474788,4.248225573244443,3.6872019371421314,10.536992198275385,10.735080419470018,8.785142234637899,2.7844526840865544,10.298825764578945
cifar10,ascent_forget,0.05,5,9,64.0,100.0,,0.001736111111111111,10.366627860231292,10.600459643840725,6.005616952638818,3.1685196453605684,10.160856526353015,10.344645743555507,4.71508621010502,3.504473667935622,10.633275385363124,10.804798896577825,8.968688579510937,2.6180329762696815,10.386919923982477
cifar10,ascent_forget,0.05,7,9,64.0,100.0,,0.0024305555555555556,10.834615001974722,11.070605311635177,5.0574747856161295,3.3323178962088114,10.68771457826279,10.83468972233203,4.210093708526637,3.5487781436137245,10.948414724888687,11.185875330524503,9.664090960973862,2.2612188679493266,10.823581435042065
cifar10,ascent_forget,0.05,10,9,64.0,100.0,,0.003472222222222222,11.038806151712397,11.41412116287754,5.155861880199279,3.464747829926642,10.891362253938823,11.181304910602934,4.297595974438498,3.642049101936019,11.257555018340907,11.377151506018636,9.953032331079507,2.1533271735955863,11.062574474664041
cifar10,scrubnew,5e-05,5,2,64.0,100.0,3.0,0.17347222222222222,0.8544796396890488,1.2264123948825287,0.4054457836097494,0.23629826743703503,0.7455585959267744,1.0084644781990668,0.37592627270202067,0.19349843055938998,9.233627101764968,9.624823409069696,2.5066906197026064,2.917527642525698,3.6112217791269305
cifar10,scrubnew,5e-05,7,2,64.0,100.0,3.0,0.2427777777777778,0.8544796396890488,1.2264123948825287,0.4054457836097494,0.23629826743703503,0.7455585959267744,1.0084644781990668,0.37592627270202067,0.19349843055938998,9.233627101764968,9.624823409069696,2.5066906197026064,2.917527642525698,3.6112217791269305
